Creation Time: 2023_2_19-18-36-5
18-36-5 | [INFO] RZRadZoneCore - Started ! => Loading config...
19-21-53 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
19-21-53 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
19-21-53 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
19-21-53 | [INFO] [CREATURE SYSTEM] Animal_UrsusArctos has spawned !
19-21-53 | [INFO] NumberOfCratePerTime: 1
19-21-53 | [INFO] Crates count:7
19-21-53 | [INFO] Crate pos:<11860.200195, 141.061005, 12423.500000>maxloot: 10
19-21-53 | [INFO] [LOOTSYSTEM]: A previous case has been found at that location and got deleted!
19-21-53 | [INFO] [LOOTSYSTEM]: Spawned CrateName: Army2- Position: X:11860.2 Y:141.061 Z:12423.5
19-21-53 | [INFO] AmmoBox_545x39_20Rnd
19-21-53 | [INFO] AK_Bayonet
19-21-53 | [INFO] AK_FoldingBttstck_Black
19-21-53 | [INFO] SVD + Mag_SVD_10Rnd
19-21-53 | [INFO] AK74 + Mag_AK74_30Rnd
19-21-53 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
19-21-53 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
19-21-53 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
19-21-53 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
19-21-53 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
19-21-53 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
19-21-53 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
19-21-53 | [INFO] [CREATURE SYSTEM] Animal_UrsusArctos has spawned !
