Creation Time: 2023_2_19-1-13-1
1-13-1 | [INFO] RZRadZoneCore - Started ! => Loading config...
1-13-39 | [INFO] [CREATURE SYSTEM] Animal_UrsusArctos has spawned !
1-58-39 | [INFO] LootSpawner - Started !
1-58-39 | [INFO] CheckCreatureStatus Started !
1-58-39 | [INFO] Object:Creature deleted!
1-58-39 | [INFO] Object:Creature deleted!
1-58-39 | [INFO] Object:Creature deleted!
1-58-39 | [INFO] Object:Creature deleted!
1-58-39 | [INFO] Object:Creature deleted!
1-58-39 | [INFO] Object:Creature deleted!
1-58-39 | [INFO] Object:Creature deleted!
1-58-39 | [INFO] Object:Creature deleted!
1-58-39 | [INFO] Object:Creature deleted!
1-58-39 | [INFO] Object:Creature deleted!
1-58-39 | [INFO] Object:Creature deleted!
1-58-39 | [INFO] Object:Creature deleted!
1-58-39 | [INFO] Object:Creature deleted!
1-58-39 | [INFO] Object:Creature deleted!
1-58-39 | [INFO] Object:Creature deleted!
1-58-39 | [INFO] Object:Creature deleted!
1-58-39 | [INFO] [LOOTSYSTEM]: [CrateCleaner] !
1-58-39 | [INFO] [LOOTSYSTEM]: CrateList has been deleted!
1-58-39 | [INFO] [LOOTSYSTEM]: CrateList has been deleted!
1-58-39 | [INFO] NumberOfCratePerTime: 1
1-58-39 | [INFO] Crates count:7
1-58-39 | [INFO] Crate pos:<4623.640137, 343.319000, 9557.330078>maxloot: 10
1-58-39 | [INFO] [LOOTSYSTEM]: A previous case has been found at that location and got deleted!
1-58-39 | [INFO] [LOOTSYSTEM]: Spawned CrateName: Army2- Position: X:4623.64 Y:343.319 Z:9557.33
1-58-39 | [INFO] Fal_FoldingBttstck
1-58-39 | [INFO] Fal_OeBttstck
1-58-39 | [INFO] FAL + Mag_FAL_20Rnd
1-58-39 | [INFO] AmmoBox_545x39_20Rnd
1-58-39 | [INFO] AmmoBox_556x45_20Rnd
1-58-39 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
1-58-39 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
1-58-39 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
1-58-39 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
1-58-39 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
1-58-39 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
1-58-39 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
1-58-39 | [INFO] [CREATURE SYSTEM] Animal_UrsusArctos has spawned !
1-58-39 | [INFO] NumberOfCratePerTime: 1
1-58-39 | [INFO] Crates count:7
1-58-39 | [INFO] Crate pos:<11860.200195, 141.061005, 12423.500000>maxloot: 10
1-58-39 | [INFO] [LOOTSYSTEM]: A previous case has been found at that location and got deleted!
1-58-39 | [INFO] [LOOTSYSTEM]: Spawned CrateName: Army2- Position: X:11860.2 Y:141.061 Z:12423.5
1-58-39 | [INFO] AK_RailHndgrd_Black
1-58-39 | [INFO] AK_Bayonet
1-58-39 | [INFO] AK_FoldingBttstck_Black
1-58-39 | [INFO] SVD + Mag_SVD_10Rnd
1-58-39 | [INFO] AK74 + Mag_AK74_30Rnd
1-58-39 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
1-58-39 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
1-58-39 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
1-58-39 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
1-58-39 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
1-58-39 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
1-58-39 | [INFO] [CREATURE SYSTEM] Animal_CanisLupus_Grey has spawned !
1-58-39 | [INFO] [CREATURE SYSTEM] Animal_UrsusArctos has spawned !
