[COT 2023-2M-15 22:32:41] 76561197994877771: Set the date to 2023/9/20 6:0
[COT 2023-2M-15 22:32:43] 76561197994877771: Set rain to 0 0 0
[COT 2023-2M-15 22:32:43] 76561197994877771: Set storm to 0 0.8 4000
[COT 2023-2M-15 22:32:43] 76561197994877771: Set fog to 0 0 0
[COT 2023-2M-15 22:32:43] 76561197994877771: Set overcast to 0 0 0
[COT 2023-2M-15 22:32:43] 76561197994877771: Set wind to 0 0 1
[COT 2023-2M-15 22:32:45] 76561197994877771: Set rain to 0 0 0
[COT 2023-2M-15 22:32:45] 76561197994877771: Set storm to 0 0.8 4000
[COT 2023-2M-15 22:32:45] 76561197994877771: Set fog to 0 0 0
[COT 2023-2M-15 22:32:45] 76561197994877771: Set overcast to 0 0 0
[COT 2023-2M-15 22:32:45] 76561197994877771: Set the date to 2023/9/20 6:0
[COT 2023-2M-15 22:32:45] 76561197994877771: Set wind to 0 0 1
